regione_residenza,amministrazione,sesso,modalita_autenticazione,numero,fascia di età
LAZIO,MINISTERO DELLA DIFESA,F,SPID,519,55-64
LAZIO,MINISTERO DELLA DIFESA,F,SPID,16,55-64
LAZIO,MINISTERO DELLA DIFESA,M,CIE,2,65- 
LAZIO,MINISTERO DELLA DIFESA,M,CIE,10,65- 
LAZIO,MINISTERO DELLA DIFESA,M,CNS,24,65- 
LAZIO,MINISTERO DELLA DIFESA,M,SPID,16,65- 
LAZIO,MINISTERO DELLA DIFESA,M,SPID,158,65- 
LAZIO,MINISTERO DELLA DIFESA,M,CIE,4,18-24
LAZIO,MINISTERO DELLA DIFESA,M,CIE,80,18-24
LAZIO,MINISTERO DELLA DIFESA,M,CNS,9,18-24
LAZIO,MINISTERO DELLA DIFESA,M,SPID,8,18-24
LAZIO,MINISTERO DELLA DIFESA,M,SPID,34,18-24
LAZIO,MINISTERO DELLA DIFESA,M,SPID,1416,18-24
LAZIO,MINISTERO DELLA DIFESA,M,CIE,98,25-34
LAZIO,MINISTERO DELLA DIFESA,M,CIE,2,25-34
LAZIO,MINISTERO DELLA DIFESA,M,CNS,128,25-34
LAZIO,MINISTERO DELLA DIFESA,M,CNS,25,25-34
LAZIO,MINISTERO DELLA DIFESA,M,SPID,70,25-34
LAZIO,MINISTERO DELLA DIFESA,M,SPID,2547,25-34
LAZIO,MINISTERO DELLA DIFESA,M,SPID,47,25-34
LAZIO,MINISTERO DELLA DIFESA,M,CIE,17,35-44
LAZIO,MINISTERO DELLA DIFESA,M,CIE,175,35-44
LAZIO,MINISTERO DELLA DIFESA,M,CIE,10,35-44
LAZIO,MINISTERO DELLA DIFESA,M,CNS,1033,35-44
LAZIO,MINISTERO DELLA DIFESA,M,CNS,7,35-44
LAZIO,MINISTERO DELLA DIFESA,M,CNS,52,35-44
LAZIO,MINISTERO DELLA DIFESA,M,SPID,330,35-44
LAZIO,MINISTERO DELLA DIFESA,M,SPID,173,35-44
LAZIO,MINISTERO DELLA DIFESA,M,SPID,6248,35-44
LAZIO,MINISTERO DELLA DIFESA,M,CIE,26,45-54
LAZIO,MINISTERO DELLA DIFESA,M,CIE,320,45-54
LAZIO,MINISTERO DELLA DIFESA,M,CIE,14,45-54
LAZIO,MINISTERO DELLA DIFESA,M,CNS,14,45-54
LAZIO,MINISTERO DELLA DIFESA,M,CNS,135,45-54
LAZIO,MINISTERO DELLA DIFESA,M,CNS,2460,45-54
LAZIO,MINISTERO DELLA DIFESA,M,SPID,734,45-54
LAZIO,MINISTERO DELLA DIFESA,M,SPID,7885,45-54
LAZIO,MINISTERO DELLA DIFESA,M,CIE,4,55-64
LAZIO,MINISTERO DELLA DIFESA,M,CIE,186,55-64
LAZIO,MINISTERO DELLA DIFESA,M,CIE,25,55-64
LAZIO,MINISTERO DELLA DIFESA,M,CNS,231,55-64
LAZIO,MINISTERO DELLA DIFESA,M,CNS,7,55-64
LAZIO,MINISTERO DELLA DIFESA,M,CNS,1365,55-64
LAZIO,MINISTERO DELLA DIFESA,M,SPID,3400,55-64
LAZIO,MINISTERO DELLA DIFESA,M,SPID,665,55-64
LAZIO,MINISTERO DELLA DIFESA,M,SPID,90,55-64
LAZIO,MINISTERO DELLA GIUSTIZIA,F,CIE,10,65- 
LAZIO,MINISTERO DELLA GIUSTIZIA,F,CNS,28,65- 
LAZIO,MINISTERO DELLA GIUSTIZIA,F,SPID,246,65- 
LAZIO,MINISTERO DELLA GIUSTIZIA,F,SPID,16,18-24
LAZIO,MINISTERO DELLA GIUSTIZIA,F,CIE,5,25-34
LAZIO,MINISTERO DELLA GIUSTIZIA,F,CNS,3,25-34
LAZIO,MINISTERO DELLA GIUSTIZIA,F,SPID,801,25-34
LAZIO,MINISTERO DELLA GIUSTIZIA,F,CIE,14,35-44
LAZIO,MINISTERO DELLA GIUSTIZIA,F,CNS,12,35-44
LAZIO,MINISTERO DELLA GIUSTIZIA,F,SPID,708,35-44
LAZIO,MINISTERO DELLA GIUSTIZIA,F,CIE,37,45-54
LAZIO,MINISTERO DELLA GIUSTIZIA,F,CNS,79,45-54
LAZIO,MINISTERO DELLA GIUSTIZIA,F,SPID,1077,45-54
LAZIO,MINISTERO DELLA GIUSTIZIA,F,CIE,71,55-64
LAZIO,MINISTERO DELLA GIUSTIZIA,F,CNS,189,55-64
LAZIO,MINISTERO DELLA GIUSTIZIA,F,SPID,1576,55-64
LAZIO,MINISTERO DELLA GIUSTIZIA,M,CIE,6,65- 
LAZIO,MINISTERO DELLA GIUSTIZIA,M,CNS,13,65- 
LAZIO,MINISTERO DELLA GIUSTIZIA,M,SPID,150,65- 
LAZIO,MINISTERO DELLA GIUSTIZIA,M,CIE,2,18-24
LAZIO,MINISTERO DELLA GIUSTIZIA,M,SPID,51,18-24
LAZIO,MINISTERO DELLA GIUSTIZIA,M,CIE,11,25-34
LAZIO,MINISTERO DELLA GIUSTIZIA,M,CNS,5,25-34
LAZIO,MINISTERO DELLA GIUSTIZIA,M,SPID,636,25-34
LAZIO,MINISTERO DELLA GIUSTIZIA,M,CIE,15,35-44
LAZIO,MINISTERO DELLA GIUSTIZIA,M,CNS,14,35-44
LAZIO,MINISTERO DELLA GIUSTIZIA,M,SPID,609,35-44
LAZIO,MINISTERO DELLA GIUSTIZIA,M,CIE,60,45-54
LAZIO,MINISTERO DELLA GIUSTIZIA,M,CNS,50,45-54
LAZIO,MINISTERO DELLA GIUSTIZIA,M,SPID,1431,45-54
LAZIO,MINISTERO DELLA GIUSTIZIA,M,CIE,115,55-64
LAZIO,MINISTERO DELLA GIUSTIZIA,M,CNS,133,55-64
LAZIO,MINISTERO DELLA GIUSTIZIA,M,SPID,1863,55-64
LAZIO,MINISTERO DELLA SALUTE,F,SPID,36,65- 
LAZIO,MINISTERO DELLA SALUTE,F,SPID,51,25-34
LAZIO,MINISTERO DELLA SALUTE,F,CIE,4,35-44
LAZIO,MINISTERO DELLA SALUTE,F,CNS,3,35-44
LAZIO,MINISTERO DELLA SALUTE,F,SPID,101,35-44
LAZIO,MINISTERO DELLA SALUTE,F,CIE,2,45-54
LAZIO,MINISTERO DELLA SALUTE,F,CNS,3,45-54
LAZIO,MINISTERO DELLA SALUTE,F,SPID,144,45-54
LAZIO,MINISTERO DELLA SALUTE,F,CIE,6,55-64
LAZIO,MINISTERO DELLA SALUTE,F,CNS,12,55-64
LAZIO,MINISTERO DELLA SALUTE,F,SPID,232,55-64
LAZIO,MINISTERO DELLA SALUTE,M,CIE,2,65- 
LAZIO,MINISTERO DELLA SALUTE,M,SPID,31,65- 
LAZIO,MINISTERO DELLA SALUTE,M,SPID,39,25-34
LAZIO,MINISTERO DELLA SALUTE,M,CIE,2,35-44
LAZIO,MINISTERO DELLA SALUTE,M,SPID,61,35-44
LAZIO,MINISTERO DELLA SALUTE,M,CIE,3,45-54
LAZIO,MINISTERO DELLA SALUTE,M,CNS,3,45-54
LAZIO,MINISTERO DELLA SALUTE,M,SPID,87,45-54
LAZIO,MINISTERO DELLA SALUTE,M,CIE,9,55-64
LAZIO,MINISTERO DELLA SALUTE,M,CNS,2,55-64
LAZIO,MINISTERO DELLA SALUTE,M,SPID,134,55-64
LAZIO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,F,SPID,32,65- 
LAZIO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,F,SPID,40,25-34
LAZIO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,F,CNS,2,35-44
LAZIO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,F,SPID,65,35-44
LAZIO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,F,CIE,4,45-54
LAZIO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,F,CNS,4,45-54
LAZIO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,F,SPID,106,45-54
LAZIO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,F,CIE,10,55-64
LAZIO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,F,CNS,11,55-64
LAZIO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,F,SPID,249,55-64
LAZIO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,M,CIE,2,65- 
LAZIO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,M,SPID,48,65- 
LAZIO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,M,CNS,2,25-34
LAZIO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,M,SPID,35,25-34
LAZIO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,M,SPID,62,35-44
LAZIO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,M,CIE,2,45-54
LAZIO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,M,CNS,2,45-54
LAZIO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,M,SPID,101,45-54
LAZIO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,M,CIE,18,55-64
LAZIO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,M,CNS,2,55-64
LAZIO,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,M,SPID,210,55-64
LAZIO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,CIE,3,65- 
LAZIO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,CNS,2,65- 
LAZIO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,SPID,52,65- 
LAZIO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,SPID,54,25-34
LAZIO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,CIE,2,35-44
LAZIO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,CNS,5,35-44
LAZIO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,SPID,114,35-44
LAZIO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,CIE,6,45-54
LAZIO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,CNS,10,45-54
LAZIO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,SPID,160,45-54
LAZIO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,CIE,32,55-64
LAZIO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,CNS,21,55-64
LAZIO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,SPID,385,55-64
LAZIO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,CIE,2,65- 
LAZIO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,SPID,57,65- 
LAZIO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,SPID,2,18-24
LAZIO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,CIE,2,25-34
LAZIO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,CNS,3,25-34
LAZIO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,SPID,58,25-34
LAZIO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,CNS,2,35-44
LAZIO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,SPID,98,35-44
LAZIO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,CIE,8,45-54
LAZIO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,SPID,129,45-54
LAZIO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,CIE,17,55-64
LAZIO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,CNS,12,55-64
LAZIO,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,SPID,326,55-64
LAZIO,MINISTERO UNIVERSITA' E RICERCA,F,SPID,9,65- 
LAZIO,MINISTERO UNIVERSITA' E RICERCA,F,SPID,3,18-24
LAZIO,MINISTERO UNIVERSITA' E RICERCA,F,SPID,36,25-34
LAZIO,MINISTERO UNIVERSITA' E RICERCA,F,CIE,2,35-44
LAZIO,MINISTERO UNIVERSITA' E RICERCA,F,SPID,75,35-44
LAZIO,MINISTERO UNIVERSITA' E RICERCA,F,CIE,3,45-54
LAZIO,MINISTERO UNIVERSITA' E RICERCA,F,CNS,3,45-54
LAZIO,MINISTERO UNIVERSITA' E RICERCA,F,SPID,82,45-54
LAZIO,MINISTERO UNIVERSITA' E RICERCA,F,CIE,3,55-64
LAZIO,MINISTERO UNIVERSITA' E RICERCA,F,CNS,3,55-64
LAZIO,MINISTERO UNIVERSITA' E RICERCA,F,SPID,103,55-64
LAZIO,MINISTERO UNIVERSITA' E RICERCA,M,SPID,18,65- 
LAZIO,MINISTERO UNIVERSITA' E RICERCA,M,SPID,2,18-24
LAZIO,MINISTERO UNIVERSITA' E RICERCA,M,SPID,33,25-34
LAZIO,MINISTERO UNIVERSITA' E RICERCA,M,SPID,74,35-44
LAZIO,MINISTERO UNIVERSITA' E RICERCA,M,CIE,3,45-54
LAZIO,MINISTERO UNIVERSITA' E RICERCA,M,SPID,97,45-54
LAZIO,MINISTERO UNIVERSITA' E RICERCA,M,CIE,15,55-64
LAZIO,MINISTERO UNIVERSITA' E RICERCA,M,CNS,2,55-64
LAZIO,MINISTERO UNIVERSITA' E RICERCA,M,SPID,147,55-64
LAZIO,ORDINE DEGLI PSICOLOGI DEL LAZIO,F,SPID,2,35-44
LAZIO,ORDINE DEGLI PSICOLOGI DEL LAZIO,F,CNS,2,45-54
LAZIO,ORDINE DEGLI PSICOLOGI DEL LAZIO,M,SPID,3,35-44
LAZIO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,F,CIE,4,65- 
LAZIO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,F,CNS,3,65- 
LAZIO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,F,SPID,66,65- 
LAZIO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,F,CIE,2,25-34
LAZIO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,F,SPID,53,25-34
LAZIO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,F,CIE,4,35-44
LAZIO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,F,CNS,3,35-44
LAZIO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,F,SPID,174,35-44
LAZIO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,F,CIE,12,45-54
LAZIO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,F,CNS,13,45-54
LAZIO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,F,SPID,353,45-54
LAZIO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,F,CIE,33,55-64
LAZIO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,F,CNS,18,55-64
LAZIO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,F,SPID,660,55-64
LAZIO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,M,CIE,7,65- 
LAZIO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,M,SPID,52,65- 
LAZIO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,M,SPID,4,18-24
LAZIO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,M,CIE,4,25-34
LAZIO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,M,SPID,87,25-34
LAZIO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,M,CIE,9,35-44
LAZIO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,M,CNS,2,35-44
LAZIO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,M,SPID,176,35-44
LAZIO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,M,CIE,23,45-54
LAZIO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,M,CNS,4,45-54
LAZIO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,M,SPID,361,45-54
LAZIO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,M,CIE,32,55-64
LAZIO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,M,CNS,8,55-64
LAZIO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,M,SPID,531,55-64
LAZIO,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,M,SPID,3,55-64
LAZIO,REGIONE LAZIO,F,CIE,9,65- 
LAZIO,REGIONE LAZIO,F,CNS,11,65- 
LAZIO,REGIONE LAZIO,F,SPID,151,65- 
LAZIO,REGIONE LAZIO,F,SPID,5,18-24
LAZIO,REGIONE LAZIO,F,CIE,3,25-34
LAZIO,REGIONE LAZIO,F,CNS,4,25-34
LAZIO,REGIONE LAZIO,F,SPID,79,25-34
LAZIO,REGIONE LAZIO,F,CIE,14,35-44
LAZIO,REGIONE LAZIO,F,CNS,11,35-44
LAZIO,REGIONE LAZIO,F,SPID,264,35-44
LAZIO,REGIONE LAZIO,F,CIE,38,45-54
LAZIO,REGIONE LAZIO,F,CNS,46,45-54
LAZIO,REGIONE LAZIO,F,SPID,664,45-54
LAZIO,REGIONE LAZIO,F,CIE,61,55-64
LAZIO,REGIONE LAZIO,F,CNS,93,55-64
LAZIO,REGIONE LAZIO,F,SPID,889,55-64
LAZIO,REGIONE LAZIO,M,CIE,14,65- 
LAZIO,REGIONE LAZIO,M,CNS,13,65- 
LAZIO,REGIONE LAZIO,M,SPID,165,65- 
LAZIO,REGIONE LAZIO,M,CNS,2,18-24
LAZIO,REGIONE LAZIO,M,SPID,8,18-24
LAZIO,REGIONE LAZIO,M,CIE,3,25-34
LAZIO,REGIONE LAZIO,M,CNS,5,25-34
LAZIO,REGIONE LAZIO,M,SPID,65,25-34
LAZIO,REGIONE LAZIO,M,CIE,16,35-44
LAZIO,REGIONE LAZIO,M,CNS,21,35-44
LAZIO,REGIONE LAZIO,M,SPID,213,35-44
LAZIO,REGIONE LAZIO,M,CIE,50,45-54
LAZIO,REGIONE LAZIO,M,CNS,60,45-54
LAZIO,REGIONE LAZIO,M,SPID,587,45-54
LAZIO,REGIONE LAZIO,M,CIE,86,55-64
LAZIO,REGIONE LAZIO,M,CNS,86,55-64
LAZIO,REGIONE LAZIO,M,SPID,769,55-64
LIGURIA,A.O.R.N. ANTONIO CARDARELLI,F,SPID,2,25-34
LIGURIA,AGENZIA DEL DEMANIO,F,SPID,4,35-44
LIGURIA,AGENZIA DEL DEMANIO,F,CIE,2,45-54
LIGURIA,AGENZIA DEL DEMANIO,F,SPID,9,45-54
LIGURIA,AGENZIA DEL DEMANIO,M,SPID,3,35-44
LIGURIA,AGENZIA DEL DEMANIO,M,SPID,8,45-54
LIGURIA,AGENZIA DEL DEMANIO,M,SPID,2,55-64
LIGURIA,AGENZIA DELLE DOGANE,F,SPID,25,65- 
LIGURIA,AGENZIA DELLE DOGANE,F,SPID,30,25-34
LIGURIA,AGENZIA DELLE DOGANE,F,CIE,2,35-44
LIGURIA,AGENZIA DELLE DOGANE,F,SPID,36,35-44
LIGURIA,AGENZIA DELLE DOGANE,F,CIE,11,45-54
LIGURIA,AGENZIA DELLE DOGANE,F,SPID,93,45-54
LIGURIA,AGENZIA DELLE DOGANE,F,CIE,11,55-64
LIGURIA,AGENZIA DELLE DOGANE,F,SPID,131,55-64
LIGURIA,AGENZIA DELLE DOGANE,M,CIE,3,65- 
LIGURIA,AGENZIA DELLE DOGANE,M,SPID,17,65- 
LIGURIA,AGENZIA DELLE DOGANE,M,SPID,3,18-24
LIGURIA,AGENZIA DELLE DOGANE,M,SPID,29,25-34
LIGURIA,AGENZIA DELLE DOGANE,M,CIE,2,35-44
LIGURIA,AGENZIA DELLE DOGANE,M,SPID,39,35-44
LIGURIA,AGENZIA DELLE DOGANE,M,CIE,5,45-54
LIGURIA,AGENZIA DELLE DOGANE,M,SPID,95,45-54
LIGURIA,AGENZIA DELLE DOGANE,M,CIE,14,55-64
LIGURIA,AGENZIA DELLE DOGANE,M,SPID,100,55-64
LIGURIA,AGENZIA DELLE ENTRATE,F,CIE,2,65- 
LIGURIA,AGENZIA DELLE ENTRATE,F,SPID,26,65- 
LIGURIA,AGENZIA DELLE ENTRATE,F,SPID,65,25-34
LIGURIA,AGENZIA DELLE ENTRATE,F,CIE,4,35-44
LIGURIA,AGENZIA DELLE ENTRATE,F,SPID,87,35-44
LIGURIA,AGENZIA DELLE ENTRATE,F,CIE,5,45-54
LIGURIA,AGENZIA DELLE ENTRATE,F,CNS,4,45-54
LIGURIA,AGENZIA DELLE ENTRATE,F,SPID,141,45-54
LIGURIA,AGENZIA DELLE ENTRATE,F,CIE,10,55-64
LIGURIA,AGENZIA DELLE ENTRATE,F,CNS,11,55-64
LIGURIA,AGENZIA DELLE ENTRATE,F,SPID,144,55-64
LIGURIA,AGENZIA DELLE ENTRATE,M,CIE,4,65- 
LIGURIA,AGENZIA DELLE ENTRATE,M,SPID,20,65- 
LIGURIA,AGENZIA DELLE ENTRATE,M,SPID,44,25-34
LIGURIA,AGENZIA DELLE ENTRATE,M,CIE,4,35-44
LIGURIA,AGENZIA DELLE ENTRATE,M,SPID,46,35-44
LIGURIA,AGENZIA DELLE ENTRATE,M,CIE,4,45-54
LIGURIA,AGENZIA DELLE ENTRATE,M,CNS,5,45-54
LIGURIA,AGENZIA DELLE ENTRATE,M,SPID,104,45-54
LIGURIA,AGENZIA DELLE ENTRATE,M,CIE,14,55-64
LIGURIA,AGENZIA DELLE ENTRATE,M,CNS,13,55-64
LIGURIA,AGENZIA DELLE ENTRATE,M,SPID,127,55-64
LIGURIA,ARCHIVI NOTARILI,F,SPID,2,45-54
LIGURIA,ARCHIVI NOTARILI,F,SPID,4,55-64
LIGURIA,AVVOCATURA GENERALE DELLO STATO,F,CNS,2,45-54
LIGURIA,AVVOCATURA GENERALE DELLO STATO,F,CNS,7,55-64
LIGURIA,AVVOCATURA GENERALE DELLO STATO,M,CNS,2,55-64
LIGURIA,AVVOCATURA GENERALE DELLO STATO,M,SPID,2,55-64
LIGURIA,AZIENDA SANITARIA LOCALE ROMA 2,F,SPID,2,25-34
LIGURIA,CONSIGLIO DI STATO E T.A.R.,F,SPID,4,55-64
LIGURIA,CONSIGLIO DI STATO E T.A.R.,M,SPID,3,55-64
LIGURIA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,F,SPID,2,35-44
LIGURIA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,F,SPID,2,45-54
LIGURIA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,F,SPID,4,55-64
LIGURIA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,M,SPID,3,45-54
LIGURIA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,M,SPID,6,55-64
LIGURIA,CORTE DEI CONTI,F,SPID,7,45-54
LIGURIA,CORTE DEI CONTI,F,SPID,15,55-64
LIGURIA,CORTE DEI CONTI,M,SPID,2,35-44
LIGURIA,CORTE DEI CONTI,M,SPID,4,45-54
LIGURIA,CORTE DEI CONTI,M,SPID,6,55-64
LIGURIA,GUARDIA DI FINANZA,F,SPID,13,18-24
LIGURIA,GUARDIA DI FINANZA,F,SPID,77,25-34
LIGURIA,GUARDIA DI FINANZA,F,SPID,24,35-44
LIGURIA,GUARDIA DI FINANZA,F,SPID,2,45-54
LIGURIA,GUARDIA DI FINANZA,M,SPID,2,65- 
LIGURIA,GUARDIA DI FINANZA,M,CIE,2,18-24
LIGURIA,GUARDIA DI FINANZA,M,SPID,40,18-24
LIGURIA,GUARDIA DI FINANZA,M,CIE,4,25-34
LIGURIA,GUARDIA DI FINANZA,M,SPID,195,25-34
LIGURIA,GUARDIA DI FINANZA,M,CIE,12,35-44
LIGURIA,GUARDIA DI FINANZA,M,SPID,206,35-44
LIGURIA,GUARDIA DI FINANZA,M,CIE,31,45-54
LIGURIA,GUARDIA DI FINANZA,M,SPID,509,45-54
LIGURIA,GUARDIA DI FINANZA,M,CIE,29,55-64
LIGURIA,GUARDIA DI FINANZA,M,SPID,344,55-64
LIGURIA,ISPETTORATO NAZIONALE DEL LAVORO,F,SPID,3,25-34
LIGURIA,ISPETTORATO NAZIONALE DEL LAVORO,F,SPID,8,35-44
LIGURIA,ISPETTORATO NAZIONALE DEL LAVORO,F,SPID,14,45-54
LIGURIA,ISPETTORATO NAZIONALE DEL LAVORO,F,CIE,2,55-64
LIGURIA,ISPETTORATO NAZIONALE DEL LAVORO,F,CNS,5,55-64
LIGURIA,ISPETTORATO NAZIONALE DEL LAVORO,F,SPID,40,55-64
LIGURIA,ISPETTORATO NAZIONALE DEL LAVORO,M,SPID,3,65- 
LIGURIA,ISPETTORATO NAZIONALE DEL LAVORO,M,SPID,2,25-34
LIGURIA,ISPETTORATO NAZIONALE DEL LAVORO,M,SPID,5,35-44
LIGURIA,ISPETTORATO NAZIONALE DEL LAVORO,M,SPID,5,45-54
LIGURIA,ISPETTORATO NAZIONALE DEL LAVORO,M,SPID,23,55-64
LIGURIA,MINISTERO DEGLI AFFARI ESTERI E DELLA COOPERAZIONE INTERNAZIONALE,F,SPID,3,25-34
LIGURIA,MINISTERO DEGLI AFFARI ESTERI E DELLA COOPERAZIONE INTERNAZIONALE,M,SPID,5,45-54
LIGURIA,MINISTERO DELL'AGRICOLTURA  DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE,F,SPID,3,55-64
LIGURIA,MINISTERO DELL'AGRICOLTURA  DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE,M,SPID,3,55-64
LIGURIA,MINISTERO DELL'ECONOMIA E FINANZE,F,CNS,6,65- 
LIGURIA,MINISTERO DELL'ECONOMIA E FINANZE,F,SPID,4,65- 
LIGURIA,MINISTERO DELL'ECONOMIA E FINANZE,F,SPID,6,25-34
LIGURIA,MINISTERO DELL'ECONOMIA E FINANZE,F,CNS,3,35-44
LIGURIA,MINISTERO DELL'ECONOMIA E FINANZE,F,SPID,2,35-44
LIGURIA,MINISTERO DELL'ECONOMIA E FINANZE,F,CNS,12,45-54
LIGURIA,MINISTERO DELL'ECONOMIA E FINANZE,F,SPID,10,45-54
LIGURIA,MINISTERO DELL'ECONOMIA E FINANZE,F,CIE,5,55-64
LIGURIA,MINISTERO DELL'ECONOMIA E FINANZE,F,CNS,28,55-64
LIGURIA,MINISTERO DELL'ECONOMIA E FINANZE,F,SPID,21,55-64
LIGURIA,MINISTERO DELL'ECONOMIA E FINANZE,M,SPID,5,65- 
LIGURIA,MINISTERO DELL'ECONOMIA E FINANZE,M,SPID,2,25-34
LIGURIA,MINISTERO DELL'ECONOMIA E FINANZE,M,SPID,4,35-44
LIGURIA,MINISTERO DELL'ECONOMIA E FINANZE,M,CNS,2,45-54
LIGURIA,MINISTERO DELL'ECONOMIA E FINANZE,M,SPID,6,45-54
LIGURIA,MINISTERO DELL'ECONOMIA E FINANZE,M,CIE,6,55-64
LIGURIA,MINISTERO DELL'ECONOMIA E FINANZE,M,CNS,13,55-64
LIGURIA,MINISTERO DELL'ECONOMIA E FINANZE,M,SPID,28,55-64
LIGURIA,MINISTERO DELL'INTERNO,F,CNS,2,65- 
LIGURIA,MINISTERO DELL'INTERNO,F,SPID,12,65- 
LIGURIA,MINISTERO DELL'INTERNO,F,SPID,25,18-24
LIGURIA,MINISTERO DELL'INTERNO,F,CIE,2,25-34
LIGURIA,MINISTERO DELL'INTERNO,F,SPID,80,25-34
LIGURIA,MINISTERO DELL'INTERNO,F,SPID,14,25-34
LIGURIA,MINISTERO DELL'INTERNO,F,CIE,4,35-44
LIGURIA,MINISTERO DELL'INTERNO,F,SPID,23,35-44
