regione_residenza,amministrazione,sesso,modalita_autenticazione,numero,fascia di età
UMBRIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,SPID,11,45-54
UMBRIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,CIE,3,55-64
UMBRIA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,SPID,15,55-64
UMBRIA,MINISTERO UNIVERSITA' E RICERCA,F,SPID,7,35-44
UMBRIA,MINISTERO UNIVERSITA' E RICERCA,F,SPID,9,45-54
UMBRIA,MINISTERO UNIVERSITA' E RICERCA,F,SPID,7,55-64
UMBRIA,MINISTERO UNIVERSITA' E RICERCA,M,SPID,3,65- 
UMBRIA,MINISTERO UNIVERSITA' E RICERCA,M,SPID,3,25-34
UMBRIA,MINISTERO UNIVERSITA' E RICERCA,M,SPID,11,35-44
UMBRIA,MINISTERO UNIVERSITA' E RICERCA,M,CIE,2,45-54
UMBRIA,MINISTERO UNIVERSITA' E RICERCA,M,SPID,14,45-54
UMBRIA,MINISTERO UNIVERSITA' E RICERCA,M,CIE,3,55-64
UMBRIA,MINISTERO UNIVERSITA' E RICERCA,M,SPID,20,55-64
UMBRIA,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,F,SPID,3,35-44
UMBRIA,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,F,SPID,5,55-64
UMBRIA,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,M,SPID,2,45-54
UMBRIA,REGIONE LAZIO,F,SPID,2,35-44
UMBRIA,REGIONE LAZIO,F,SPID,2,45-54
UMBRIA,REGIONE LAZIO,M,SPID,3,35-44
UMBRIA,REGIONE LAZIO,M,SPID,3,55-64
VALLE D'AOSTA,AGENZIA DELLE DOGANE,F,SPID,2,25-34
VALLE D'AOSTA,AGENZIA DELLE DOGANE,F,SPID,7,45-54
VALLE D'AOSTA,AGENZIA DELLE DOGANE,F,SPID,10,55-64
VALLE D'AOSTA,AGENZIA DELLE DOGANE,M,SPID,2,25-34
VALLE D'AOSTA,AGENZIA DELLE DOGANE,M,SPID,3,45-54
VALLE D'AOSTA,AGENZIA DELLE DOGANE,M,SPID,6,55-64
VALLE D'AOSTA,AGENZIA DELLE ENTRATE,F,SPID,4,25-34
VALLE D'AOSTA,AGENZIA DELLE ENTRATE,F,SPID,4,35-44
VALLE D'AOSTA,AGENZIA DELLE ENTRATE,F,SPID,15,45-54
VALLE D'AOSTA,AGENZIA DELLE ENTRATE,F,SPID,18,55-64
VALLE D'AOSTA,AGENZIA DELLE ENTRATE,M,SPID,2,65- 
VALLE D'AOSTA,AGENZIA DELLE ENTRATE,M,SPID,4,25-34
VALLE D'AOSTA,AGENZIA DELLE ENTRATE,M,SPID,5,35-44
VALLE D'AOSTA,AGENZIA DELLE ENTRATE,M,SPID,15,45-54
VALLE D'AOSTA,AGENZIA DELLE ENTRATE,M,SPID,14,55-64
VALLE D'AOSTA,CONSIGLIO DI STATO E T.A.R.,F,SPID,2,55-64
VALLE D'AOSTA,CORTE DEI CONTI,F,SPID,3,45-54
VALLE D'AOSTA,CORTE DEI CONTI,M,SPID,4,55-64
VALLE D'AOSTA,GUARDIA DI FINANZA,F,SPID,6,35-44
VALLE D'AOSTA,GUARDIA DI FINANZA,M,SPID,8,18-24
VALLE D'AOSTA,GUARDIA DI FINANZA,M,SPID,31,25-34
VALLE D'AOSTA,GUARDIA DI FINANZA,M,CIE,2,35-44
VALLE D'AOSTA,GUARDIA DI FINANZA,M,SPID,31,35-44
VALLE D'AOSTA,GUARDIA DI FINANZA,M,CIE,6,45-54
VALLE D'AOSTA,GUARDIA DI FINANZA,M,SPID,65,45-54
VALLE D'AOSTA,GUARDIA DI FINANZA,M,SPID,19,55-64
VALLE D'AOSTA,ISPETTORATO NAZIONALE DEL LAVORO,F,SPID,3,55-64
VALLE D'AOSTA,ISPETTORATO NAZIONALE DEL LAVORO,M,SPID,5,55-64
VALLE D'AOSTA,MINISTERO DELL'ECONOMIA E FINANZE,F,SPID,2,65- 
VALLE D'AOSTA,MINISTERO DELL'ECONOMIA E FINANZE,F,CNS,3,55-64
VALLE D'AOSTA,MINISTERO DELL'ECONOMIA E FINANZE,F,SPID,5,55-64
VALLE D'AOSTA,MINISTERO DELL'ECONOMIA E FINANZE,M,SPID,2,45-54
VALLE D'AOSTA,MINISTERO DELL'ECONOMIA E FINANZE,M,SPID,5,55-64
VALLE D'AOSTA,MINISTERO DELL'INTERNO,F,CIE,2,65- 
VALLE D'AOSTA,MINISTERO DELL'INTERNO,F,SPID,3,18-24
VALLE D'AOSTA,MINISTERO DELL'INTERNO,F,SPID,8,25-34
VALLE D'AOSTA,MINISTERO DELL'INTERNO,F,CNS,2,45-54
VALLE D'AOSTA,MINISTERO DELL'INTERNO,F,SPID,6,45-54
VALLE D'AOSTA,MINISTERO DELL'INTERNO,F,SPID,7,45-54
VALLE D'AOSTA,MINISTERO DELL'INTERNO,F,CNS,3,55-64
VALLE D'AOSTA,MINISTERO DELL'INTERNO,F,SPID,8,55-64
VALLE D'AOSTA,MINISTERO DELL'INTERNO,F,SPID,3,55-64
VALLE D'AOSTA,MINISTERO DELL'INTERNO,M,SPID,3,18-24
VALLE D'AOSTA,MINISTERO DELL'INTERNO,M,SPID,36,25-34
VALLE D'AOSTA,MINISTERO DELL'INTERNO,M,CIE,2,35-44
VALLE D'AOSTA,MINISTERO DELL'INTERNO,M,SPID,38,35-44
VALLE D'AOSTA,MINISTERO DELL'INTERNO,M,SPID,5,35-44
VALLE D'AOSTA,MINISTERO DELL'INTERNO,M,CIE,7,45-54
VALLE D'AOSTA,MINISTERO DELL'INTERNO,M,SPID,64,45-54
VALLE D'AOSTA,MINISTERO DELL'INTERNO,M,SPID,6,45-54
VALLE D'AOSTA,MINISTERO DELL'INTERNO,M,SPID,6,55-64
VALLE D'AOSTA,MINISTERO DELL'INTERNO,M,SPID,29,55-64
VALLE D'AOSTA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CIE,2,25-34
VALLE D'AOSTA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,19,25-34
VALLE D'AOSTA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,19,35-44
VALLE D'AOSTA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,23,45-54
VALLE D'AOSTA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,11,55-64
VALLE D'AOSTA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,6,25-34
VALLE D'AOSTA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,8,35-44
VALLE D'AOSTA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,7,45-54
VALLE D'AOSTA,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,8,55-64
VALLE D'AOSTA,MINISTERO DELLA DIFESA,F,SPID,6,18-24
VALLE D'AOSTA,MINISTERO DELLA DIFESA,F,SPID,9,25-34
VALLE D'AOSTA,MINISTERO DELLA DIFESA,F,SPID,16,35-44
VALLE D'AOSTA,MINISTERO DELLA DIFESA,M,SPID,12,18-24
VALLE D'AOSTA,MINISTERO DELLA DIFESA,M,CIE,3,25-34
VALLE D'AOSTA,MINISTERO DELLA DIFESA,M,SPID,37,25-34
VALLE D'AOSTA,MINISTERO DELLA DIFESA,M,CIE,2,35-44
VALLE D'AOSTA,MINISTERO DELLA DIFESA,M,SPID,61,35-44
VALLE D'AOSTA,MINISTERO DELLA DIFESA,M,CIE,4,45-54
VALLE D'AOSTA,MINISTERO DELLA DIFESA,M,CNS,6,45-54
VALLE D'AOSTA,MINISTERO DELLA DIFESA,M,SPID,3,45-54
VALLE D'AOSTA,MINISTERO DELLA DIFESA,M,SPID,67,45-54
VALLE D'AOSTA,MINISTERO DELLA DIFESA,M,SPID,11,55-64
VALLE D'AOSTA,MINISTERO DELLA GIUSTIZIA,F,SPID,3,65- 
VALLE D'AOSTA,MINISTERO DELLA GIUSTIZIA,F,SPID,5,25-34
VALLE D'AOSTA,MINISTERO DELLA GIUSTIZIA,F,SPID,6,35-44
VALLE D'AOSTA,MINISTERO DELLA GIUSTIZIA,F,CNS,2,45-54
VALLE D'AOSTA,MINISTERO DELLA GIUSTIZIA,F,SPID,10,45-54
VALLE D'AOSTA,MINISTERO DELLA GIUSTIZIA,F,CNS,2,55-64
VALLE D'AOSTA,MINISTERO DELLA GIUSTIZIA,F,SPID,15,55-64
VALLE D'AOSTA,MINISTERO DELLA GIUSTIZIA,M,SPID,2,65- 
VALLE D'AOSTA,MINISTERO DELLA GIUSTIZIA,M,SPID,19,25-34
VALLE D'AOSTA,MINISTERO DELLA GIUSTIZIA,M,SPID,18,35-44
VALLE D'AOSTA,MINISTERO DELLA GIUSTIZIA,M,CIE,2,45-54
VALLE D'AOSTA,MINISTERO DELLA GIUSTIZIA,M,SPID,21,45-54
VALLE D'AOSTA,MINISTERO DELLA GIUSTIZIA,M,CNS,2,55-64
VALLE D'AOSTA,MINISTERO DELLA GIUSTIZIA,M,SPID,28,55-64
VENETO,A.O.R.N. ANTONIO CARDARELLI,F,SPID,3,25-34
VENETO,AGENZIA DEL DEMANIO,F,SPID,11,35-44
VENETO,AGENZIA DEL DEMANIO,F,SPID,11,45-54
VENETO,AGENZIA DEL DEMANIO,M,SPID,2,25-34
VENETO,AGENZIA DEL DEMANIO,M,SPID,6,35-44
VENETO,AGENZIA DEL DEMANIO,M,SPID,13,45-54
VENETO,AGENZIA DEL DEMANIO,M,SPID,3,55-64
VENETO,AGENZIA DELLE DOGANE,F,SPID,17,65- 
VENETO,AGENZIA DELLE DOGANE,F,SPID,22,25-34
VENETO,AGENZIA DELLE DOGANE,F,SPID,24,35-44
VENETO,AGENZIA DELLE DOGANE,F,CIE,3,45-54
VENETO,AGENZIA DELLE DOGANE,F,SPID,94,45-54
VENETO,AGENZIA DELLE DOGANE,F,CIE,3,55-64
VENETO,AGENZIA DELLE DOGANE,F,SPID,98,55-64
VENETO,AGENZIA DELLE DOGANE,M,CIE,2,65- 
VENETO,AGENZIA DELLE DOGANE,M,SPID,38,65- 
VENETO,AGENZIA DELLE DOGANE,M,SPID,22,25-34
VENETO,AGENZIA DELLE DOGANE,M,SPID,42,35-44
VENETO,AGENZIA DELLE DOGANE,M,CIE,11,45-54
VENETO,AGENZIA DELLE DOGANE,M,SPID,103,45-54
VENETO,AGENZIA DELLE DOGANE,M,CIE,8,55-64
VENETO,AGENZIA DELLE DOGANE,M,SPID,126,55-64
VENETO,AGENZIA DELLE ENTRATE,F,CIE,3,65- 
VENETO,AGENZIA DELLE ENTRATE,F,SPID,43,65- 
VENETO,AGENZIA DELLE ENTRATE,F,SPID,2,18-24
VENETO,AGENZIA DELLE ENTRATE,F,CIE,3,25-34
VENETO,AGENZIA DELLE ENTRATE,F,SPID,145,25-34
VENETO,AGENZIA DELLE ENTRATE,F,CIE,3,35-44
VENETO,AGENZIA DELLE ENTRATE,F,CNS,5,35-44
VENETO,AGENZIA DELLE ENTRATE,F,SPID,240,35-44
VENETO,AGENZIA DELLE ENTRATE,F,CIE,7,45-54
VENETO,AGENZIA DELLE ENTRATE,F,CNS,3,45-54
VENETO,AGENZIA DELLE ENTRATE,F,SPID,309,45-54
VENETO,AGENZIA DELLE ENTRATE,F,CIE,19,55-64
VENETO,AGENZIA DELLE ENTRATE,F,CNS,13,55-64
VENETO,AGENZIA DELLE ENTRATE,F,SPID,254,55-64
VENETO,AGENZIA DELLE ENTRATE,M,CIE,9,65- 
VENETO,AGENZIA DELLE ENTRATE,M,CNS,2,65- 
VENETO,AGENZIA DELLE ENTRATE,M,SPID,48,65- 
VENETO,AGENZIA DELLE ENTRATE,M,CIE,3,25-34
VENETO,AGENZIA DELLE ENTRATE,M,SPID,120,25-34
VENETO,AGENZIA DELLE ENTRATE,M,CIE,5,35-44
VENETO,AGENZIA DELLE ENTRATE,M,CNS,2,35-44
VENETO,AGENZIA DELLE ENTRATE,M,SPID,188,35-44
VENETO,AGENZIA DELLE ENTRATE,M,CIE,15,45-54
VENETO,AGENZIA DELLE ENTRATE,M,CNS,14,45-54
VENETO,AGENZIA DELLE ENTRATE,M,SPID,267,45-54
VENETO,AGENZIA DELLE ENTRATE,M,CIE,30,55-64
VENETO,AGENZIA DELLE ENTRATE,M,CNS,28,55-64
VENETO,AGENZIA DELLE ENTRATE,M,SPID,302,55-64
VENETO,ANSFISA - AGENZIA NAZIONALE PER LA SICUREZZA DELLE FERROVIE E DELLE INFRASTRUTTURE STRADALI E AUTOSTRADALI,M,SPID,3,55-64
VENETO,ARCHIVI NOTARILI,F,SPID,5,45-54
VENETO,ARCHIVI NOTARILI,F,SPID,2,55-64
VENETO,ARCHIVI NOTARILI,M,SPID,3,45-54
VENETO,ARCHIVI NOTARILI,M,SPID,4,55-64
VENETO,AUTORITA' DI BACINO DISTRETTUALE DEL FIUME PO,M,SPID,2,35-44
VENETO,AVVOCATURA GENERALE DELLO STATO,F,SPID,2,35-44
VENETO,AVVOCATURA GENERALE DELLO STATO,F,CNS,2,45-54
VENETO,AVVOCATURA GENERALE DELLO STATO,F,CNS,2,55-64
VENETO,AVVOCATURA GENERALE DELLO STATO,F,SPID,6,55-64
VENETO,AVVOCATURA GENERALE DELLO STATO,M,CNS,2,35-44
VENETO,AVVOCATURA GENERALE DELLO STATO,M,SPID,3,45-54
VENETO,AVVOCATURA GENERALE DELLO STATO,M,SPID,3,55-64
VENETO,CONSIGLIO DI STATO E T.A.R.,F,SPID,2,25-34
VENETO,CONSIGLIO DI STATO E T.A.R.,F,SPID,2,45-54
VENETO,CONSIGLIO DI STATO E T.A.R.,F,SPID,6,55-64
VENETO,CONSIGLIO DI STATO E T.A.R.,M,SPID,5,35-44
VENETO,CONSIGLIO DI STATO E T.A.R.,M,SPID,4,45-54
VENETO,CONSIGLIO DI STATO E T.A.R.,M,CIE,2,55-64
VENETO,CONSIGLIO DI STATO E T.A.R.,M,SPID,6,55-64
VENETO,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,F,SPID,7,45-54
VENETO,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,F,SPID,12,55-64
VENETO,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,M,SPID,3,65- 
VENETO,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,M,SPID,2,25-34
VENETO,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,M,SPID,2,35-44
VENETO,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,M,SPID,10,45-54
VENETO,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,M,SPID,6,55-64
VENETO,CORTE DEI CONTI,F,SPID,2,35-44
VENETO,CORTE DEI CONTI,F,SPID,13,45-54
VENETO,CORTE DEI CONTI,F,SPID,21,55-64
VENETO,CORTE DEI CONTI,M,SPID,2,35-44
VENETO,CORTE DEI CONTI,M,SPID,10,45-54
VENETO,CORTE DEI CONTI,M,SPID,11,55-64
VENETO,GUARDIA DI FINANZA,F,SPID,28,18-24
VENETO,GUARDIA DI FINANZA,F,SPID,121,25-34
VENETO,GUARDIA DI FINANZA,F,CIE,4,35-44
VENETO,GUARDIA DI FINANZA,F,SPID,70,35-44
VENETO,GUARDIA DI FINANZA,F,SPID,12,45-54
VENETO,GUARDIA DI FINANZA,M,SPID,2,65- 
VENETO,GUARDIA DI FINANZA,M,CIE,6,18-24
VENETO,GUARDIA DI FINANZA,M,SPID,63,18-24
VENETO,GUARDIA DI FINANZA,M,CIE,10,25-34
VENETO,GUARDIA DI FINANZA,M,SPID,315,25-34
VENETO,GUARDIA DI FINANZA,M,CIE,24,35-44
VENETO,GUARDIA DI FINANZA,M,SPID,443,35-44
VENETO,GUARDIA DI FINANZA,M,CIE,42,45-54
VENETO,GUARDIA DI FINANZA,M,SPID,780,45-54
VENETO,GUARDIA DI FINANZA,M,CIE,33,55-64
VENETO,GUARDIA DI FINANZA,M,SPID,510,55-64
VENETO,ISPETTORATO NAZIONALE DEL LAVORO,F,SPID,9,65- 
VENETO,ISPETTORATO NAZIONALE DEL LAVORO,F,SPID,11,25-34
VENETO,ISPETTORATO NAZIONALE DEL LAVORO,F,SPID,18,35-44
VENETO,ISPETTORATO NAZIONALE DEL LAVORO,F,CIE,3,45-54
VENETO,ISPETTORATO NAZIONALE DEL LAVORO,F,CNS,3,45-54
VENETO,ISPETTORATO NAZIONALE DEL LAVORO,F,SPID,36,45-54
VENETO,ISPETTORATO NAZIONALE DEL LAVORO,F,CIE,5,55-64
VENETO,ISPETTORATO NAZIONALE DEL LAVORO,F,CNS,11,55-64
VENETO,ISPETTORATO NAZIONALE DEL LAVORO,F,SPID,61,55-64
VENETO,ISPETTORATO NAZIONALE DEL LAVORO,M,SPID,5,65- 
VENETO,ISPETTORATO NAZIONALE DEL LAVORO,M,SPID,13,25-34
VENETO,ISPETTORATO NAZIONALE DEL LAVORO,M,SPID,24,35-44
VENETO,ISPETTORATO NAZIONALE DEL LAVORO,M,CNS,3,45-54
VENETO,ISPETTORATO NAZIONALE DEL LAVORO,M,SPID,34,45-54
VENETO,ISPETTORATO NAZIONALE DEL LAVORO,M,CIE,3,55-64
VENETO,ISPETTORATO NAZIONALE DEL LAVORO,M,CNS,2,55-64
VENETO,ISPETTORATO NAZIONALE DEL LAVORO,M,SPID,25,55-64
VENETO,ISTITUTO SUPERIORE DI SANITA',F,SPID,4,25-34
VENETO,MINISTERO DEGLI AFFARI ESTERI E DELLA COOPERAZIONE INTERNAZIONALE,F,SPID,4,25-34
VENETO,MINISTERO DEGLI AFFARI ESTERI E DELLA COOPERAZIONE INTERNAZIONALE,F,SPID,5,35-44
VENETO,MINISTERO DEGLI AFFARI ESTERI E DELLA COOPERAZIONE INTERNAZIONALE,F,SPID,3,45-54
VENETO,MINISTERO DEGLI AFFARI ESTERI E DELLA COOPERAZIONE INTERNAZIONALE,M,SPID,6,25-34
VENETO,MINISTERO DEGLI AFFARI ESTERI E DELLA COOPERAZIONE INTERNAZIONALE,M,SPID,6,35-44
VENETO,MINISTERO DEGLI AFFARI ESTERI E DELLA COOPERAZIONE INTERNAZIONALE,M,SPID,2,45-54
VENETO,MINISTERO DEGLI AFFARI ESTERI E DELLA COOPERAZIONE INTERNAZIONALE,M,SPID,3,55-64
VENETO,MINISTERO DELL'AGRICOLTURA  DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE,F,SPID,3,45-54
VENETO,MINISTERO DELL'AGRICOLTURA  DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE,F,SPID,3,55-64
VENETO,MINISTERO DELL'AGRICOLTURA  DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE,M,SPID,3,35-44
VENETO,MINISTERO DELL'AGRICOLTURA  DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE,M,SPID,9,45-54
VENETO,MINISTERO DELL'AGRICOLTURA  DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE,M,CNS,2,55-64
VENETO,MINISTERO DELL'AGRICOLTURA  DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE,M,SPID,9,55-64
VENETO,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,F,SPID,2,35-44
VENETO,MINISTERO DELL'ECONOMIA E FINANZE,F,CNS,3,65- 
VENETO,MINISTERO DELL'ECONOMIA E FINANZE,F,SPID,6,65- 
VENETO,MINISTERO DELL'ECONOMIA E FINANZE,F,CNS,3,25-34
VENETO,MINISTERO DELL'ECONOMIA E FINANZE,F,SPID,8,25-34
VENETO,MINISTERO DELL'ECONOMIA E FINANZE,F,CNS,2,35-44
VENETO,MINISTERO DELL'ECONOMIA E FINANZE,F,SPID,16,35-44
VENETO,MINISTERO DELL'ECONOMIA E FINANZE,F,CNS,17,45-54
VENETO,MINISTERO DELL'ECONOMIA E FINANZE,F,SPID,21,45-54
VENETO,MINISTERO DELL'ECONOMIA E FINANZE,F,CIE,4,55-64
VENETO,MINISTERO DELL'ECONOMIA E FINANZE,F,CNS,56,55-64
VENETO,MINISTERO DELL'ECONOMIA E FINANZE,F,SPID,42,55-64
VENETO,MINISTERO DELL'ECONOMIA E FINANZE,M,CNS,4,65- 
VENETO,MINISTERO DELL'ECONOMIA E FINANZE,M,SPID,18,65- 
VENETO,MINISTERO DELL'ECONOMIA E FINANZE,M,CIE,3,25-34
VENETO,MINISTERO DELL'ECONOMIA E FINANZE,M,CNS,2,25-34
VENETO,MINISTERO DELL'ECONOMIA E FINANZE,M,SPID,7,25-34
VENETO,MINISTERO DELL'ECONOMIA E FINANZE,M,CNS,3,35-44
VENETO,MINISTERO DELL'ECONOMIA E FINANZE,M,SPID,5,35-44
VENETO,MINISTERO DELL'ECONOMIA E FINANZE,M,CIE,3,45-54
VENETO,MINISTERO DELL'ECONOMIA E FINANZE,M,CNS,14,45-54
VENETO,MINISTERO DELL'ECONOMIA E FINANZE,M,SPID,22,45-54
VENETO,MINISTERO DELL'ECONOMIA E FINANZE,M,CIE,8,55-64
VENETO,MINISTERO DELL'ECONOMIA E FINANZE,M,CNS,28,55-64
VENETO,MINISTERO DELL'ECONOMIA E FINANZE,M,SPID,34,55-64
VENETO,MINISTERO DELL'INTERNO,F,CIE,3,65- 
VENETO,MINISTERO DELL'INTERNO,F,CNS,2,65- 
VENETO,MINISTERO DELL'INTERNO,F,SPID,12,65- 
VENETO,MINISTERO DELL'INTERNO,F,SPID,3,18-24
VENETO,MINISTERO DELL'INTERNO,F,SPID,44,18-24
VENETO,MINISTERO DELL'INTERNO,F,SPID,129,25-34
VENETO,MINISTERO DELL'INTERNO,F,SPID,29,25-34
VENETO,MINISTERO DELL'INTERNO,F,CIE,4,35-44
VENETO,MINISTERO DELL'INTERNO,F,CNS,3,35-44
VENETO,MINISTERO DELL'INTERNO,F,SPID,43,35-44
VENETO,MINISTERO DELL'INTERNO,F,SPID,41,35-44
VENETO,MINISTERO DELL'INTERNO,F,CIE,3,45-54
VENETO,MINISTERO DELL'INTERNO,F,CIE,8,45-54
VENETO,MINISTERO DELL'INTERNO,F,CNS,4,45-54
VENETO,MINISTERO DELL'INTERNO,F,CNS,10,45-54
VENETO,MINISTERO DELL'INTERNO,F,SPID,108,45-54
VENETO,MINISTERO DELL'INTERNO,F,SPID,71,45-54
VENETO,MINISTERO DELL'INTERNO,F,CIE,11,55-64
VENETO,MINISTERO DELL'INTERNO,F,CIE,23,55-64
VENETO,MINISTERO DELL'INTERNO,F,CNS,36,55-64
VENETO,MINISTERO DELL'INTERNO,F,CNS,4,55-64
VENETO,MINISTERO DELL'INTERNO,F,SPID,173,55-64
VENETO,MINISTERO DELL'INTERNO,F,SPID,210,55-64
VENETO,MINISTERO DELL'INTERNO,M,CNS,3,65- 
VENETO,MINISTERO DELL'INTERNO,M,SPID,28,65- 
VENETO,MINISTERO DELL'INTERNO,M,CIE,4,18-24
VENETO,MINISTERO DELL'INTERNO,M,SPID,36,18-24
VENETO,MINISTERO DELL'INTERNO,M,SPID,102,18-24
VENETO,MINISTERO DELL'INTERNO,M,CIE,5,25-34
VENETO,MINISTERO DELL'INTERNO,M,CIE,14,25-34
VENETO,MINISTERO DELL'INTERNO,M,CNS,3,25-34
VENETO,MINISTERO DELL'INTERNO,M,SPID,185,25-34
VENETO,MINISTERO DELL'INTERNO,M,SPID,551,25-34
VENETO,MINISTERO DELL'INTERNO,M,CIE,20,35-44
VENETO,MINISTERO DELL'INTERNO,M,CIE,19,35-44
VENETO,MINISTERO DELL'INTERNO,M,CNS,4,35-44
VENETO,MINISTERO DELL'INTERNO,M,CNS,3,35-44
VENETO,MINISTERO DELL'INTERNO,M,SPID,518,35-44
VENETO,MINISTERO DELL'INTERNO,M,SPID,432,35-44
VENETO,MINISTERO DELL'INTERNO,M,CIE,54,45-54
VENETO,MINISTERO DELL'INTERNO,M,CIE,23,45-54
VENETO,MINISTERO DELL'INTERNO,M,CNS,20,45-54
VENETO,MINISTERO DELL'INTERNO,M,CNS,6,45-54
VENETO,MINISTERO DELL'INTERNO,M,SPID,918,45-54
VENETO,MINISTERO DELL'INTERNO,M,SPID,498,45-54
VENETO,MINISTERO DELL'INTERNO,M,CIE,60,55-64
VENETO,MINISTERO DELL'INTERNO,M,CIE,54,55-64
VENETO,MINISTERO DELL'INTERNO,M,CNS,19,55-64
VENETO,MINISTERO DELL'INTERNO,M,CNS,29,55-64
VENETO,MINISTERO DELL'INTERNO,M,SPID,643,55-64
VENETO,MINISTERO DELL'INTERNO,M,SPID,733,55-64
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CIE,70,65- 
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CNS,3,65- 
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,FEDERATION,78,65- 
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,1060,65- 
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CIE,58,18-24
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,576,18-24
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CIE,230,25-34
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,FEDERATION,64,25-34
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,5662,25-34
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CIE,255,35-44
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CNS,2,35-44
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,FEDERATION,204,35-44
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,7727,35-44
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CIE,486,45-54
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CNS,15,45-54
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,FEDERATION,405,45-54
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,11779,45-54
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CIE,718,55-64
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,CNS,25,55-64
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,FEDERATION,937,55-64
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,SPID,11824,55-64
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CIE,37,65- 
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,FEDERATION,11,65- 
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,393,65- 
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CIE,22,18-24
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,149,18-24
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CIE,104,25-34
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CNS,3,25-34
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,FEDERATION,16,25-34
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,SPID,1832,25-34
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CIE,96,35-44
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,CNS,2,35-44
VENETO,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,FEDERATION,62,35-44
